defined_class	prefLabel	Synonyms_from_taxonomy	Gross_cell_type	Taxon	Taxon_abbv	Brain_region	Cluster_ID	Allen_markers	Brain_region_abbv	Species_abbv	Individual	part_of	has_soma_location	NT	Alias_citations	Minimal_markers	aligned_alias	MBA	CL	Nomenclature_Layers	Nomenclature_Projection	marker_gene_set	MBA_1	MBA_2	MBA_3	MBA_4	MBA_5	MBA_6
http://purl.obolibrary.org/obo/PCL_0110011	0011 IT EP-CLA Glut_1	0011 IT EP-CLA Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_11		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_11		MBA:997	GO:0061535				MBA:942|MBA:583			PATO:0070034		MBA:942	MBA:583				
http://purl.obolibrary.org/obo/PCL_0110012	0012 IT EP-CLA Glut_1	0012 IT EP-CLA Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_12		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_12		MBA:997	GO:0061535				MBA:942|MBA:583			PATO:0070034		MBA:942	MBA:583				
http://purl.obolibrary.org/obo/PCL_0110013	0013 IT EP-CLA Glut_2	0013 IT EP-CLA Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_13		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_13		MBA:997	GO:0061535				MBA:942|MBA:583			PATO:0070034		MBA:942	MBA:583				
http://purl.obolibrary.org/obo/PCL_0110014	0014 IT EP-CLA Glut_2	0014 IT EP-CLA Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_14		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_14		MBA:997	GO:0061535				MBA:942|MBA:583			PATO:0070034		MBA:942	MBA:583				
http://purl.obolibrary.org/obo/PCL_0110015	0015 IT EP-CLA Glut_2	0015 IT EP-CLA Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_15		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_15		MBA:997	GO:0061535				MBA:942|MBA:583			PATO:0070034		MBA:942	MBA:583				
http://purl.obolibrary.org/obo/PCL_0110016	0016 IT EP-CLA Glut_2	0016 IT EP-CLA Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_16		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_16		MBA:997	GO:0061535				MBA:942|MBA:583			PATO:0070034		MBA:942	MBA:583				
http://purl.obolibrary.org/obo/PCL_0110017	0017 IT EP-CLA Glut_2	0017 IT EP-CLA Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_17		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_17		MBA:997	GO:0061535				MBA:942|MBA:583			PATO:0070034		MBA:942	MBA:583				
http://purl.obolibrary.org/obo/PCL_0110018	0018 IT EP-CLA Glut_3	0018 IT EP-CLA Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_18		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_18		MBA:997	GO:0061535				MBA:942|MBA:583			PATO:0070034		MBA:942	MBA:583				
http://purl.obolibrary.org/obo/PCL_0110019	0019 IT EP-CLA Glut_3	0019 IT EP-CLA Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_19		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_19		MBA:997	GO:0061535				MBA:942|MBA:583			PATO:0070034		MBA:942	MBA:583				
http://purl.obolibrary.org/obo/PCL_0110020	0020 IT EP-CLA Glut_3	0020 IT EP-CLA Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_20		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_20		MBA:997	GO:0061535				MBA:942|MBA:583			PATO:0070034		MBA:942	MBA:583				
http://purl.obolibrary.org/obo/PCL_0110021	0021 IT EP-CLA Glut_4	0021 IT EP-CLA Glut_4	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_21		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_21		MBA:997	GO:0061535				MBA:942|MBA:583			PATO:0070034		MBA:942	MBA:583				
http://purl.obolibrary.org/obo/PCL_0110022	0022 IT EP-CLA Glut_4	0022 IT EP-CLA Glut_4	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_22		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_22		MBA:997	GO:0061535				MBA:942|MBA:583			PATO:0070034		MBA:942	MBA:583				
http://purl.obolibrary.org/obo/PCL_0110023	0023 L5/6 IT TPE-ENT Glut_1	0023 L5/6 IT TPE-ENT Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_23		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_23		MBA:997	GO:0061535				MBA:909		UBERON:8440002	PATO:0070034		MBA:909					
http://purl.obolibrary.org/obo/PCL_0110024	0024 L5/6 IT TPE-ENT Glut_1	0024 L5/6 IT TPE-ENT Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_24		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_24		MBA:997	GO:0061535				MBA:909		UBERON:8440002	PATO:0070034		MBA:909					
http://purl.obolibrary.org/obo/PCL_0110025	0025 L5/6 IT TPE-ENT Glut_1	0025 L5/6 IT TPE-ENT Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_25		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_25		MBA:997	GO:0061535				MBA:909		UBERON:8440002	PATO:0070034		MBA:909					
http://purl.obolibrary.org/obo/PCL_0110026	0026 L5/6 IT TPE-ENT Glut_2	0026 L5/6 IT TPE-ENT Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_26		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_26		MBA:997	GO:0061535				MBA:909		UBERON:8440002	PATO:0070034		MBA:909					
http://purl.obolibrary.org/obo/PCL_0110027	0027 L5/6 IT TPE-ENT Glut_2	0027 L5/6 IT TPE-ENT Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_27		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_27		MBA:997	GO:0061535				MBA:909		UBERON:8440002	PATO:0070034		MBA:909					
http://purl.obolibrary.org/obo/PCL_0110028	0028 L5/6 IT TPE-ENT Glut_2	0028 L5/6 IT TPE-ENT Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_28		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_28		MBA:997	GO:0061535				MBA:909		UBERON:8440002	PATO:0070034		MBA:909					
http://purl.obolibrary.org/obo/PCL_0110029	0029 L5/6 IT TPE-ENT Glut_3	0029 L5/6 IT TPE-ENT Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_29		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_29		MBA:997	GO:0061535				MBA:909		UBERON:8440002	PATO:0070034		MBA:909					
http://purl.obolibrary.org/obo/PCL_0110030	0030 L5/6 IT TPE-ENT Glut_4	0030 L5/6 IT TPE-ENT Glut_4	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_30		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_30		MBA:997	GO:0061535				MBA:909		UBERON:8440002	PATO:0070034		MBA:909					
http://purl.obolibrary.org/obo/PCL_0110031	0031 L5/6 IT TPE-ENT Glut_5	0031 L5/6 IT TPE-ENT Glut_5	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_31		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_31		MBA:997	GO:0061535				MBA:909		UBERON:8440002	PATO:0070034		MBA:909					
http://purl.obolibrary.org/obo/PCL_0110032	0032 L5/6 IT TPE-ENT Glut_6	0032 L5/6 IT TPE-ENT Glut_6	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_32		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_32		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110033	0033 L6 IT CTX Glut_1	0033 L6 IT CTX Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_33		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_33		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110034	0034 L6 IT CTX Glut_1	0034 L6 IT CTX Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_34		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_34		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110035	0035 L6 IT CTX Glut_1	0035 L6 IT CTX Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_35		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_35		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110036	0036 L6 IT CTX Glut_1	0036 L6 IT CTX Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_36		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_36		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110037	0037 L6 IT CTX Glut_1	0037 L6 IT CTX Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_37		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_37		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110038	0038 L6 IT CTX Glut_2	0038 L6 IT CTX Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_38		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_38		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110039	0039 L6 IT CTX Glut_2	0039 L6 IT CTX Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_39		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_39		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110040	0040 L6 IT CTX Glut_2	0040 L6 IT CTX Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_40		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_40		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110041	0041 L6 IT CTX Glut_2	0041 L6 IT CTX Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_41		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_41		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110042	0042 L6 IT CTX Glut_2	0042 L6 IT CTX Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_42		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_42		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110043	0043 L6 IT CTX Glut_2	0043 L6 IT CTX Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_43		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_43		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110044	0044 L6 IT CTX Glut_3	0044 L6 IT CTX Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_44		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_44		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110045	0045 L6 IT CTX Glut_3	0045 L6 IT CTX Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_45		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_45		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110046	0046 L6 IT CTX Glut_3	0046 L6 IT CTX Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_46		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_46		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110047	0047 L6 IT CTX Glut_3	0047 L6 IT CTX Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_47		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_47		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110048	0048 L6 IT CTX Glut_3	0048 L6 IT CTX Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_48		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_48		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110049	0049 L6 IT CTX Glut_4	0049 L6 IT CTX Glut_4	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_49		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_49		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110050	0050 L6 IT CTX Glut_4	0050 L6 IT CTX Glut_4	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_50		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_50		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110051	0051 L6 IT CTX Glut_4	0051 L6 IT CTX Glut_4	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_51		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_51		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110052	0052 L6 IT CTX Glut_4	0052 L6 IT CTX Glut_4	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_52		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_52		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110053	0053 L6 IT CTX Glut_5	0053 L6 IT CTX Glut_5	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_53		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_53		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110054	0054 L6 IT CTX Glut_5	0054 L6 IT CTX Glut_5	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_54		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_54		MBA:997	GO:0061535				MBA:688		UBERON:0005395	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110055	0055 L5 IT CTX Glut_1	0055 L5 IT CTX Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_55		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_55		MBA:997	GO:0061535				MBA:688		UBERON:0005394	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110056	0056 L5 IT CTX Glut_1	0056 L5 IT CTX Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_56		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_56		MBA:997	GO:0061535				MBA:688		UBERON:0005394	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110057	0057 L5 IT CTX Glut_1	0057 L5 IT CTX Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_57		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_57		MBA:997	GO:0061535				MBA:688		UBERON:0005394	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110058	0058 L5 IT CTX Glut_2	0058 L5 IT CTX Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_58		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_58		MBA:997	GO:0061535				MBA:688		UBERON:0005394	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110059	0059 L5 IT CTX Glut_2	0059 L5 IT CTX Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_59		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_59		MBA:997	GO:0061535				MBA:688		UBERON:0005394	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110060	0060 L5 IT CTX Glut_2	0060 L5 IT CTX Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_60		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_60		MBA:997	GO:0061535				MBA:688		UBERON:0005394	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110061	0061 L5 IT CTX Glut_3	0061 L5 IT CTX Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_61		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_61		MBA:997	GO:0061535				MBA:688		UBERON:0005394	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110062	0062 L5 IT CTX Glut_3	0062 L5 IT CTX Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_62		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_62		MBA:997	GO:0061535				MBA:688		UBERON:0005394	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110063	0063 L5 IT CTX Glut_4	0063 L5 IT CTX Glut_4	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_63		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_63		MBA:997	GO:0061535				MBA:688		UBERON:0005394	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110064	0064 L5 IT CTX Glut_4	0064 L5 IT CTX Glut_4	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_64		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_64		MBA:997	GO:0061535				MBA:688		UBERON:0005394	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110065	0065 L5 IT CTX Glut_5	0065 L5 IT CTX Glut_5	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_65		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_65		MBA:997	GO:0061535				MBA:688		UBERON:0005394	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110066	0066 L4/5 IT CTX Glut_1	0066 L4/5 IT CTX Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_66		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_66		MBA:997	GO:0061535				MBA:688		UBERON:8440001	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110067	0067 L4/5 IT CTX Glut_1	0067 L4/5 IT CTX Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_67		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_67		MBA:997	GO:0061535				MBA:688		UBERON:8440001	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110068	0068 L4/5 IT CTX Glut_1	0068 L4/5 IT CTX Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_68		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_68		MBA:997	GO:0061535				MBA:688		UBERON:8440001	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110069	0069 L4/5 IT CTX Glut_1	0069 L4/5 IT CTX Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_69		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_69		MBA:997	GO:0061535				MBA:688		UBERON:8440001	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110070	0070 L4/5 IT CTX Glut_1	0070 L4/5 IT CTX Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_70		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_70		MBA:997	GO:0061535				MBA:688		UBERON:8440001	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110071	0071 L4/5 IT CTX Glut_1	0071 L4/5 IT CTX Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_71		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_71		MBA:997	GO:0061535				MBA:688		UBERON:8440001	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110072	0072 L4/5 IT CTX Glut_1	0072 L4/5 IT CTX Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_72		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_72		MBA:997	GO:0061535				MBA:688		UBERON:8440001	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110073	0073 L4/5 IT CTX Glut_1	0073 L4/5 IT CTX Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_73		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_73		MBA:997	GO:0061535				MBA:688		UBERON:8440001	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110074	0074 L4/5 IT CTX Glut_1	0074 L4/5 IT CTX Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_74		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_74		MBA:997	GO:0061535				MBA:688		UBERON:8440001	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110075	0075 L4/5 IT CTX Glut_2	0075 L4/5 IT CTX Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_75		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_75		MBA:997	GO:0061535				MBA:688		UBERON:8440001	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110076	0076 L4/5 IT CTX Glut_2	0076 L4/5 IT CTX Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_76		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_76		MBA:997	GO:0061535				MBA:688		UBERON:8440001	PATO:0070034		MBA:688					
http://purl.obolibrary.org/obo/PCL_0110077	0077 L4/5 IT CTX Glut_2	0077 L4/5 IT CTX Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_77		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_77		MBA:997	GO:0061535				MBA:688		UBERON:8440001	PATO:0070034		MBA:688					
